text_column,tokenized_text
Good they can take them,"['good', 'take']"
I havent made a passport yet but,"['havent', 'made', 'passport', 'yet']"
Their terrorism expose to the world,"['terrorism', 'expose', 'world']"
"Song On A List  Pharroh AK47

THE THRONE IS NOW AVAILABLE ON ALL MUSIC STREAMING PLATFORMS

Songs from The Throne were distributed as Singles for technical reasons Type in the song name or Pharroh AK47 to find them

Tags","['song', 'list', 'pharroh', 'ak47', 'throne', 'available', 'music', 'streaming', 'platforms', 'songs', 'throne', 'distributed', 'singles', 'technical', 'reasons', 'type', 'song', 'name', 'pharroh', 'ak47', 'find', 'tags']"
Hamas,['hamas']
10,['10']
The blood of Palestinian,"['blood', 'palestinian']"
And the whole world could be wrong,"['whole', 'world', 'could', 'wrong']"
"You know there are very simple rules that prove that Zionists lie without Hamas and Palestinians or their enemy having any involvement in revealing it
First of all the absurdity and the trivia of the lie and let me tell you that its deliberate that they think they should…","['know', 'simple', 'rules', 'prove', 'zionists', 'lie', 'without', 'hamas', 'palestinians', 'enemy', 'involvement', 'revealing', 'first', 'absurdity', 'trivia', 'lie', 'let', 'tell', 'deliberate', 'think']"
Not,[]
"While they forgot the 15 million Afghans being expelled by Pakistan and the new rounds of fighting in South Sudan 

Funny how when things don’t fit the Socialist narrative they just get memory holed","['forgot', '15', 'million', 'afghans', 'expelled', 'pakistan', 'new', 'rounds', 'fighting', 'south', 'sudan', 'funny', 'things', 'fit', 'socialist', 'narrative', 'get', 'memory', 'holed']"
Baghdad,['baghdad']
Netanyahu is Hitler without a mustache,"['netanyahu', 'hitler', 'without', 'mustache']"
kids killers union never forget,"['kids', 'killers', 'union', 'never', 'forget']"
The world is going to see how WRONG they are,"['world', 'going', 'see', 'wrong']"
The Muslim world is good at crying for Palestine but not good at taking in Palestinians Why is that Saudi Arabia Egypt,"['muslim', 'world', 'good', 'crying', 'palestine', 'good', 'taking', 'palestinians', 'saudi', 'arabia', 'egypt']"
No it doesn’t,[]
"Arrest these criminals NOW Their goal is to make Gaza unliveable and then exile all Palestinians to Sinai

Dont fall for grandpas double speak","['arrest', 'criminals', 'goal', 'make', 'gaza', 'unliveable', 'exile', 'palestinians', 'sinai', 'dont', 'fall', 'grandpas', 'double', 'speak']"
I dont have passport or visa to do this   but I have id card,"['dont', 'passport', 'visa', 'id', 'card']"
We all Pakistanis stand with Palestine and Palestinians,"['pakistanis', 'stand', 'palestine', 'palestinians']"
Yes we do stand with Palestine,"['yes', 'stand', 'palestine']"
From Paris,['paris']
And the meanwhile,['meanwhile']
"I remember the story of George Floyd when all the world stood with him but USA gouvernement said 

The officer has the right to apply the law","['remember', 'story', 'george', 'floyd', 'world', 'stood', 'usa', 'gouvernement', 'said', 'officer', 'right', 'apply', 'law']"
From the river to the sea  ,"['river', 'sea']"
"We stand with Palestine  
We stand with humanity","['stand', 'palestine', 'stand', 'humanity']"
I stand with Palestine ,"['stand', 'palestine']"
LOL,['lol']
Free palestine,"['free', 'palestine']"
"Forget the fancy words UAE is hosting COP28 in order to derail it  “these countries theyre single source economies So theyre looking long term on how to keep themselves going and how they are keeping themselves going is keeping the oil industry” colWes Martin 
Bloomberg","['forget', 'fancy', 'words', 'uae', 'hosting', 'cop28', 'order', 'derail', 'countries', 'theyre', 'single', 'source', 'economies', 'theyre', 'looking', 'long', 'term', 'keep', 'going', 'keeping', 'going', 'keeping', 'oil', 'industry', 'colwes', 'martin', 'bloomberg']"
Afghanistan 15Dec2023 430pm,"['afghanistan', '15dec2023', '430pm']"
Strike,['strike']
I am not seeing a Pakistani Passport ,"['seeing', 'pakistani', 'passport']"
Palestine was always a land with a people,"['palestine', 'always', 'land', 'people']"
If you ever feel stupid remember there are people out there who think Israel is the victim,"['ever', 'feel', 'stupid', 'remember', 'people', 'think', 'israel', 'victim']"
"1 There was no country called Palestine before 1948 
2 The land that became the League of Nationssponsored British Mandate for Palestine was indeed an undeveloped backwater under its previous rulers the Ottomans
3 Israel did not invade Palestine in 1948 The UN enacted…","['1', 'country', 'called', 'palestine', '1948', '2', 'land', 'became', 'league', 'nationssponsored', 'british', 'mandate', 'palestine', 'indeed', 'undeveloped', 'backwater', 'previous', 'rulers', 'ottomans', '3', 'israel', 'invade', 'palestine', '1948', 'un']"
This is princess Mary Shlomzion Hamalka avenue in Jerusalem in 1940 and it was and still mostly Jewish Why are you trying to distort history,"['princess', 'mary', 'shlomzion', 'hamalka', 'avenue', 'jerusalem', '1940', 'still', 'mostly', 'jewish', 'trying', 'distort', 'history']"
Stop appropriating Jewish heritage,"['stop', 'appropriating', 'jewish', 'heritage']"
Until the British thought that they would do what they do best mess up countries,"['british', 'thought', 'would', 'best', 'mess', 'countries']"
If you had any idea you would know that during this period the Arabs wore traditional clothing and the Jews were divided into traditional and modern clothing What you see in the picture is a modern Jewish street,"['idea', 'would', 'know', 'period', 'arabs', 'wore', 'traditional', 'clothing', 'jews', 'divided', 'traditional', 'modern', 'clothing', 'see', 'picture', 'modern', 'jewish', 'street']"
"This photo taken in 1940 in Shlomzion Hamalka in Jerusalem depicts almost entirely a Jewish neighborhood showcasing Jewish culture and heritage

Regarding the country you are discussing Who was the Palestinian presidentprime minister What was its currency When was it…","['photo', 'taken', '1940', 'shlomzion', 'hamalka', 'jerusalem', 'depicts', 'almost', 'entirely', 'jewish', 'neighborhood', 'showcasing', 'jewish', 'culture', 'heritage', 'regarding', 'country', 'discussing', 'palestinian', 'presidentprime', 'minister', 'currency']"
You are showing a photo of a Jewish neighborhood in Jerusalem built by Jews on land owned by Jews from the 1880s Here is the same location today still full of Jews,"['showing', 'photo', 'jewish', 'neighborhood', 'jerusalem', 'built', 'jews', 'land', 'owned', 'jews', '1880s', 'location', 'today', 'still', 'full', 'jews']"
How does posting a picture of a Jewish neighborhood prove your point ,"['posting', 'picture', 'jewish', 'neighborhood', 'prove', 'point']"
FACT CHECK   this was  Jewish area of Jerusalem where  Muslims or Mohamedeans as the British called them were always a minority,"['fact', 'check', 'jewish', 'area', 'jerusalem', 'muslims', 'mohamedeans', 'british', 'called', 'always', 'minority']"
This is Princess Mary Street   Princess Royal and Countess of Harewood I dont remember that she was Palestinian,"['princess', 'mary', 'street', 'princess', 'royal', 'countess', 'harewood', 'dont', 'remember', 'palestinian']"
"1  Palestine was not invaded
2 Palestine has never been a country
3 Palestine was a region of the Ottoman Empire
4 When the empire was divided into separate lands eg Lebanon Syria Iraq Kuwait Palestine was divided  78 for the Arabs Jordan 22 for the Jews Israel","['1', 'palestine', 'invaded', '2', 'palestine', 'never', 'country', '3', 'palestine', 'region', 'ottoman', 'empire', '4', 'empire', 'divided', 'separate', 'lands', 'eg', 'lebanon', 'syria', 'iraq', 'kuwait', 'palestine', 'divided', '78', 'arabs', 'jordan', '22', 'jews', 'israel']"
"Complete failure COP28 draft agreement drops phaseout of fossil fuels 
FT
 COP28 OILCOP28","['complete', 'failure', 'cop28', 'draft', 'agreement', 'drops', 'phaseout', 'fossil', 'fuels', 'ft', 'cop28', 'oilcop28']"
"This road was paved by the British during their mandate Before the British were the Ottomans At no point was there a Palestinian state

There could have been  if the Arabs of Palestine had accepted the idea of two states for two people Which they didnt and still dont","['road', 'paved', 'british', 'mandate', 'british', 'ottomans', 'point', 'palestinian', 'state', 'could', 'arabs', 'palestine', 'accepted', 'idea', 'two', 'states', 'two', 'people', 'didnt', 'still', 'dont']"
"Jewish Street of course Cant stop lying

HamasisISIS","['jewish', 'street', 'course', 'cant', 'stop', 'lying', 'hamasisisis']"
Imagine trying to change documented history while youre on the internet and thinking it wont catch up with you ,"['imagine', 'trying', 'change', 'documented', 'history', 'youre', 'internet', 'thinking', 'wont', 'catch']"
This is a Jewish street The Arab population before 1948 was very primitive Why do you base everything on lies and on trying to generate Jew hatred,"['jewish', 'street', 'arab', 'population', '1948', 'primitive', 'base', 'everything', 'lies', 'trying', 'generate', 'jew', 'hatred']"
Of course it had streets cities airports etc It was  British and Israel never invaded,"['course', 'streets', 'cities', 'airports', 'etc', 'british', 'israel', 'never', 'invaded']"
Thank you for shedding light on the rich history and vibrant culture of Palestine before 1948 Its important to understand the full narrative and appreciate the diverse heritage that existed Lets foster awareness and dialogue for a better understanding …,"['thank', 'shedding', 'light', 'rich', 'history', 'vibrant', 'culture', 'palestine', '1948', 'important', 'understand', 'full', 'narrative', 'appreciate', 'diverse', 'heritage', 'existed', 'lets', 'foster', 'awareness', 'dialogue', 'better', 'understanding']"
"Israel didnt invade the land in 1948 Zionists built everything you see there Outside Gaza Hebron and Jerusalem these territories were a nearbarren wasteland before the Mandate The idea of Palestinian was a 20thcentury invention and it originally included Jews 
Any…","['israel', 'didnt', 'invade', 'land', '1948', 'zionists', 'built', 'everything', 'see', 'outside', 'gaza', 'hebron', 'jerusalem', 'territories', 'nearbarren', 'wasteland', 'mandate', 'idea', 'palestinian', '20thcentury', 'invention', 'originally', 'included', 'jews']"
"“This photo taken in 1940 in Shlomzion Hamalka in Jerusalem depicts an almost entirely Jewish neighborhood showcasing Jewish culture and heritage

Regarding the country 
mhdksafa
 is discussing Who was the Palestinian presidentprime minister What was its currency When was…","['photo', 'taken', '1940', 'shlomzion', 'hamalka', 'jerusalem', 'depicts', 'almost', 'entirely', 'jewish', 'neighborhood', 'showcasing', 'jewish', 'culture', 'heritage', 'regarding', 'country', 'mhdksafa', 'discussing', 'palestinian', 'presidentprime', 'minister', 'currency']"
Why are the women wearing western dress with uncovered hair,"['women', 'wearing', 'western', 'dress', 'uncovered', 'hair']"
invaded who have you been reading,"['invaded', 'reading']"
"That building behind the tree  FORD or פורד which you can see clearly under it in Hebrew   
CommunityNotes
 

Photo here

","['building', 'behind', 'tree', 'ford', 'פורד', 'see', 'clearly', 'hebrew', 'communitynotes', 'photo']"
Thank you for showing the ignorant and liars that Palestine was always a busy hub for agriculture tourism and business ,"['thank', 'showing', 'ignorant', 'liars', 'palestine', 'always', 'busy', 'hub', 'agriculture', 'tourism', 'business']"
Of course it wasnt empty  It was full of Jews,"['course', 'wasnt', 'empty', 'full', 'jews']"
A blunt lie This is Princess Mary Shlomzion Hamalka avenue a jewish street,"['blunt', 'lie', 'princess', 'mary', 'shlomzion', 'hamalka', 'avenue', 'jewish', 'street']"
"Even turn photo is a Jewish town Mohamad

When will you stop stealing the Jews’s identity","['even', 'turn', 'photo', 'jewish', 'town', 'mohamad', 'stop', 'stealing', 'jews', 'identity']"
Muchi is here for the money not for the truth,"['muchi', 'money', 'truth']"
"Your picture is a Jewish cityscape
How fin dumb are you
Jewish immigration and nationbuilding started in 1850 as part of the postFrench revolution nationalism that spread across the world
Tel Aviv was founded in 1907 and had the largest area of bauhaus buildings in the…","['picture', 'jewish', 'cityscape', 'fin', 'dumb', 'jewish', 'immigration', 'nationbuilding', 'started', '1850', 'part', 'postfrench', 'revolution', 'nationalism', 'spread', 'across', 'world', 'tel', 'aviv', 'founded', '1907', 'largest', 'area', 'bauhaus', 'buildings']"
